2019/6/13 1:48:12	获取到:723个CDN,开始智能测速中...

2019/6/13 4:22:35	检测到网络已断开，请检查网络！

2019/6/13 4:22:36	检测到网络已断开，请检查网络！

2019/6/13 4:22:37	检测到网络已断开，请检查网络！

2019/6/13 4:22:38	检测到网络已断开，请检查网络！

2019/6/13 4:22:39	检测到网络已断开，请检查网络！

2019/6/13 4:22:40	检测到网络已断开，请检查网络！

2019/6/13 4:22:41	检测到网络已断开，请检查网络！

2019/6/13 4:22:42	检测到网络已断开，请检查网络！

2019/6/13 4:22:43	检测到网络已断开，请检查网络！

2019/6/13 4:22:44	检测到网络已断开，请检查网络！

2019/6/13 4:22:45	检测到网络已断开，请检查网络！

2019/6/13 4:22:46	检测到网络已断开，请检查网络！

2019/6/13 4:22:47	检测到网络已断开，请检查网络！

2019/6/13 4:22:48	检测到网络已断开，请检查网络！

2019/6/13 4:22:49	检测到网络已断开，请检查网络！

2019/6/13 4:22:50	检测到网络已断开，请检查网络！

2019/6/13 4:22:51	检测到网络已断开，请检查网络！

2019/6/13 4:22:52	检测到网络已断开，请检查网络！

2019/6/13 4:22:53	检测到网络已断开，请检查网络！

2019/6/13 4:22:54	检测到网络已断开，请检查网络！

2019/6/13 4:22:55	检测到网络已断开，请检查网络！

2019/6/13 4:22:56	检测到网络已断开，请检查网络！

2019/6/13 4:22:58	检测到网络已断开，请检查网络！

2019/6/13 4:22:59	检测到网络已断开，请检查网络！

2019/6/13 4:23:00	检测到网络已断开，请检查网络！

2019/6/13 4:23:01	检测到网络已断开，请检查网络！

2019/6/13 4:23:02	检测到网络已断开，请检查网络！

2019/6/13 4:23:03	检测到网络已断开，请检查网络！

2019/6/13 4:23:04	检测到网络已断开，请检查网络！

2019/6/13 4:23:05	检测到网络已断开，请检查网络！

2019/6/13 4:23:06	检测到网络已断开，请检查网络！

2019/6/13 4:23:07	检测到网络已断开，请检查网络！

2019/6/13 4:23:08	检测到网络已断开，请检查网络！

2019/6/13 4:23:09	检测到网络已断开，请检查网络！

2019/6/13 4:23:10	检测到网络已断开，请检查网络！

2019/6/13 4:23:11	检测到网络已断开，请检查网络！

2019/6/13 4:23:12	检测到网络已断开，请检查网络！

2019/6/13 4:23:13	检测到网络已断开，请检查网络！

2019/6/13 4:23:14	检测到网络已断开，请检查网络！

2019/6/13 4:23:15	检测到网络已断开，请检查网络！

2019/6/13 4:23:16	检测到网络已断开，请检查网络！

2019/6/13 4:23:17	检测到网络已断开，请检查网络！

2019/6/13 4:23:18	检测到网络已断开，请检查网络！

2019/6/13 4:23:19	检测到网络已断开，请检查网络！

2019/6/13 4:23:20	检测到网络已断开，请检查网络！

2019/6/13 4:23:21	检测到网络已断开，请检查网络！

2019/6/13 4:23:22	检测到网络已断开，请检查网络！

2019/6/13 4:23:23	检测到网络已断开，请检查网络！

2019/6/13 4:23:24	检测到网络已断开，请检查网络！

2019/6/13 4:23:25	检测到网络已断开，请检查网络！

2019/6/13 4:23:26	检测到网络已断开，请检查网络！

2019/6/13 4:23:27	检测到网络已断开，请检查网络！

2019/6/13 4:23:28	检测到网络已断开，请检查网络！

2019/6/13 4:23:29	检测到网络已断开，请检查网络！

2019/6/13 4:23:30	检测到网络已断开，请检查网络！

2019/6/13 4:23:31	检测到网络已断开，请检查网络！

2019/6/13 4:23:32	检测到网络已断开，请检查网络！

2019/6/13 4:23:33	检测到网络已断开，请检查网络！

2019/6/13 4:23:35	检测到网络已断开，请检查网络！

2019/6/13 4:23:36	检测到网络已断开，请检查网络！

2019/6/13 4:23:37	检测到网络已断开，请检查网络！

2019/6/13 4:23:38	检测到网络已断开，请检查网络！

2019/6/13 4:23:39	检测到网络已断开，请检查网络！

2019/6/13 4:23:40	检测到网络已断开，请检查网络！

2019/6/13 4:23:41	检测到网络已断开，请检查网络！

2019/6/13 4:23:42	检测到网络已断开，请检查网络！

2019/6/13 8:21:58	链接12306服务器速度:37毫秒[优]

2019/6/13 13:18:56	当前账号：Curtain830

2019/6/13 13:18:56	登录完毕，登录名称：15853753387

2019/6/13 13:19:49	查询完毕,本次查询共用时:95毫秒

2019/6/13 13:20:01	开始查询2019-07-07车次，间隔：默认

2019/6/13 13:24:20	结束车票查询

2019/6/13 13:24:35	当前账号：LZ17562472123

2019/6/13 13:24:35	登录完毕，登录名称：17562472123

2019/6/13 13:24:57	查询完毕,本次查询共用时:47毫秒

